left_neck_incline,right_neck_incline,left_torso_incline,right_torso_incline,label,filename
145.41029282364022,179.07280683015145,10.750966993188005,2.5637702114650973,1,imported_0_good_posture-310-_jpg.rf.5019130b8a4702b238105cba578b7f7a_bright.jpg
148.2495481533754,179.11046012999722,9.229886243727739,2.526116911619593,1,imported_0_good_posture-310-_jpg.rf.5019130b8a4702b238105cba578b7f7a_resized.jpg
147.6180607164644,176.16836054960964,19.290046219188746,12.80426606528674,1,imported_0_good_posture-310-_jpg.rf.5019130b8a4702b238105cba578b7f7a_rot-10.jpg
150.28382605564744,178.5507488206527,1.4688007143857,7.431407971172539,1,imported_0_good_posture-310-_jpg.rf.5019130b8a4702b238105cba578b7f7a_rot10.jpg
154.67135642577816,169.1077693324652,72.80145877993414,77.47119229084849,1,imported_100_good_posture-344-_jpg.rf.d77db3d2d8be2c82d3dcf20f869d350d_bright.jpg
157.2118306864462,167.4711922908485,74.05460409907715,77.47119229084849,1,imported_100_good_posture-344-_jpg.rf.d77db3d2d8be2c82d3dcf20f869d350d_resized.jpg
153.434948822922,167.89721399347795,63.43494882292201,66.89367314172843,1,imported_100_good_posture-344-_jpg.rf.d77db3d2d8be2c82d3dcf20f869d350d_rot-10.jpg
156.52023832058745,170.0746792004949,83.10757687751486,86.78451600825179,1,imported_100_good_posture-344-_jpg.rf.d77db3d2d8be2c82d3dcf20f869d350d_rot10.jpg
160.62461042338265,173.52493348120632,2.021364940355827,1.4320961841645452,1,imported_101_good_posture-345-_jpg.rf.cb70da61e44b8a6bd526cf0748ab8339_bright.jpg
159.98297459767153,176.51533075761432,2.663000766067037,1.4144232114020547,1,imported_101_good_posture-345-_jpg.rf.cb70da61e44b8a6bd526cf0748ab8339_resized.jpg
161.40040858567053,173.3386983602298,10.784297867562596,8.13010235415596,1,imported_101_good_posture-345-_jpg.rf.cb70da61e44b8a6bd526cf0748ab8339_rot-10.jpg
162.57129454423148,176.77442309631382,11.181754210196647,14.74356283647072,1,imported_101_good_posture-345-_jpg.rf.cb70da61e44b8a6bd526cf0748ab8339_rot10.jpg
162.1738382015974,176.15396990995276,79.2157021324374,75.41108126712537,1,imported_102_good_posture-345-_jpg.rf.de35917c618ca0e0590eac245321266c_bright.jpg
164.6068529840444,175.97016490707293,79.33965170546468,76.5042667192042,1,imported_102_good_posture-345-_jpg.rf.de35917c618ca0e0590eac245321266c_resized.jpg
164.31169424234974,173.1840093529992,88.66778014613037,86.37851529588266,1,imported_102_good_posture-345-_jpg.rf.de35917c618ca0e0590eac245321266c_rot-10.jpg
158.1912480387401,170.03670919933427,70.9533757023642,68.45902408146156,1,imported_102_good_posture-345-_jpg.rf.de35917c618ca0e0590eac245321266c_rot10.jpg
166.43894759928278,167.02064498906432,8.797410709991048,8.343891584033079,1,imported_103_good_posture-347-_jpg.rf.2db24f92bfec754aa2656dfd84b77173_bright.jpg
164.82067872035097,166.4901960467186,9.352979250093266,8.746162262555254,1,imported_103_good_posture-347-_jpg.rf.2db24f92bfec754aa2656dfd84b77173_resized.jpg
163.23026127823198,171.5589911556072,19.259291643767163,16.348171547351264,1,imported_103_good_posture-347-_jpg.rf.2db24f92bfec754aa2656dfd84b77173_rot-10.jpg
161.06254683854485,169.76354702835596,1.2873289415252291,1.397181027296108,1,imported_103_good_posture-347-_jpg.rf.2db24f92bfec754aa2656dfd84b77173_rot10.jpg
160.8209919741893,171.8950359475322,0.0,2.898576799281812,1,imported_104_good_posture-347-_jpg.rf.833314748d8eb2b8713899724cfa0792_bright.jpg
159.88796104023493,169.07368536960382,1.2873289415252291,0.7073193685440923,1,imported_104_good_posture-347-_jpg.rf.833314748d8eb2b8713899724cfa0792_resized.jpg
164.03362292305692,167.38484017471674,9.893920669735392,9.344671902099735,1,imported_104_good_posture-347-_jpg.rf.833314748d8eb2b8713899724cfa0792_rot-10.jpg
163.10830425532552,168.94955750683624,9.673355432403483,10.750966993188005,1,imported_104_good_posture-347-_jpg.rf.833314748d8eb2b8713899724cfa0792_rot10.jpg
164.50695077839714,165.26967861915512,104.19109654902398,103.0456370629486,1,imported_105_good_posture-349-_jpg.rf.45897351a9b22a133a58b27f6535334f_bright.jpg
166.42956561483854,173.0001380599793,103.57043438516149,100.3663226034505,1,imported_105_good_posture-349-_jpg.rf.45897351a9b22a133a58b27f6535334f_resized.jpg
167.3362352896048,172.01531809377332,113.44806257795781,110.70903759164904,1,imported_105_good_posture-349-_jpg.rf.45897351a9b22a133a58b27f6535334f_rot-10.jpg
166.90548163933605,171.63411387596742,91.27303002005671,90.0,1,imported_105_good_posture-349-_jpg.rf.45897351a9b22a133a58b27f6535334f_rot10.jpg
165.0232489691329,156.2222451897666,0.6160599083994193,0.6661999701832053,1,imported_106_good_posture-349-_jpg.rf.a5a1117e8461b60725be513416ae2096_bright.jpg
